0;7;0;0;0;false
0;62;1;0;0;true
1;75;1;0;6;true
2;50;1;0;0;true
3;94;1;0;6;false
0;3;2;0;0;true
1;94;2;0;6;false
0;14;3;0;0;true
1;49;3;0;7;true
2;98;3;0;0;true
3;70;3;0;7;true
4;32;3;0;0;true
5;95;3;0;7;false
0;97;4;0;0;true
1;59;4;0;1;true
2;43;4;0;1;true
3;35;4;0;0;true
4;82;4;0;1;true
5;41;4;0;1;true
6;90;4;0;1;true
7;56;4;0;1;true
8;7;4;0;1;true
9;48;4;0;0;true
10;76;4;0;0;true
11;85;4;0;1;true
12;37;4;0;1;true
13;104;4;0;0;true
14;50;4;0;1;true
15;4;4;0;1;false
0;98;5;0;0;true
1;86;5;0;0;true
2;108;5;0;3;true
3;17;5;0;3;true
4;2;5;0;0;true
5;74;5;0;3;true
6;104;5;0;0;true
7;103;5;0;0;true
8;77;5;0;0;true
9;32;5;0;3;false
0;51;6;0;0;true
1;1;6;0;7;true
2;23;6;0;0;true
3;85;6;0;7;true
4;106;6;0;7;true
5;54;6;0;7;true
6;2;6;0;0;false
0;93;7;0;0;true
1;8;7;0;3;false
0;86;8;0;0;true
1;68;8;0;3;true
2;104;8;0;0;true
3;49;8;0;3;true
4;103;8;0;0;true
5;10;8;0;0;false
0;106;9;0;0;false
0;86;10;0;0;true
1;90;10;0;0;true
2;12;10;0;4;false
0;83;11;0;0;true
1;105;11;0;4;true
2;12;11;0;0;true
3;13;11;0;4;true
4;34;11;0;4;true
5;65;11;0;0;false
0;11;12;0;0;false
0;109;13;0;0;false
0;38;14;0;0;false
0;96;15;0;0;true
1;30;15;0;0;true
2;6;15;0;5;true
3;5;15;0;5;true
4;35;15;0;0;true
5;101;15;0;0;true
6;41;15;0;5;true
7;33;15;0;5;true
8;61;15;0;0;true
9;78;15;0;5;true
10;62;15;0;0;true
11;38;15;0;5;true
12;107;15;0;0;true
13;75;15;0;5;true
14;95;15;0;0;true
15;21;15;0;0;false
0;6;16;0;0;true
1;79;16;0;6;true
2;9;16;0;6;true
3;102;16;0;0;true
4;74;16;0;0;true
5;31;16;0;6;true
6;34;16;0;0;true
7;103;16;0;6;true
8;60;16;0;6;true
9;39;16;0;0;true
10;93;16;0;6;true
11;94;16;0;0;true
12;76;16;0;6;true
13;107;16;0;6;true
14;27;16;0;0;true
15;108;16;0;6;false
0;99;17;0;0;true
1;84;17;0;0;true
2;105;17;0;0;true
3;69;17;0;5;true
4;43;17;0;5;true
5;95;17;0;5;true
6;34;17;0;0;true
7;25;17;0;5;true
8;7;17;0;0;true
9;35;17;0;5;true
10;4;17;0;0;true
11;79;17;0;5;true
12;44;17;0;0;true
13;54;17;0;5;true
14;40;17;0;0;true
15;8;17;0;5;false
0;79;18;0;0;true
1;68;18;0;7;true
2;22;18;0;7;true
3;66;18;0;0;true
4;30;18;0;7;true
5;48;18;0;7;true
6;87;18;0;0;true
7;47;18;0;7;true
8;5;18;0;0;true
9;9;18;0;7;true
10;100;18;0;0;true
11;4;18;0;0;true
12;28;18;0;7;true
13;109;18;0;0;true
14;108;18;0;7;true
15;95;18;0;0;false
0;98;19;0;0;true
1;104;19;0;4;true
2;52;19;0;4;true
3;92;19;0;0;true
4;3;19;0;4;true
5;41;19;0;4;true
6;16;19;0;4;true
7;27;19;0;0;true
8;45;19;0;0;true
9;97;19;0;0;true
10;8;19;0;4;true
11;56;19;0;4;true
12;72;19;0;0;true
13;76;19;0;4;true
14;90;19;0;0;true
15;106;19;0;0;false
0;33;0;8;8;true
1;73;0;8;8;true
2;94;0;8;8;true
3;12;0;8;3;true
4;84;0;8;8;true
5;102;0;8;8;true
6;76;0;8;8;true
7;65;0;8;8;true
8;40;0;8;3;true
9;49;0;8;3;true
10;100;0;8;3;true
11;85;0;8;8;true
12;72;0;8;3;true
13;74;0;8;3;true
14;17;0;8;3;true
15;31;0;8;8;false
0;30;20;0;0;true
1;91;20;0;5;true
2;101;20;0;0;true
3;59;20;0;5;true
4;31;20;0;0;true
5;55;20;0;0;true
6;106;20;0;5;true
7;97;20;0;0;true
8;61;20;0;5;true
9;107;20;0;0;true
10;10;20;0;5;true
11;96;20;0;0;true
12;47;20;0;5;true
13;26;20;0;0;true
14;89;20;0;5;true
15;105;20;0;0;false
0;11;21;0;0;true
1;16;21;0;0;true
2;7;21;0;6;true
3;19;21;0;0;true
4;78;21;0;6;true
5;95;21;0;0;true
6;47;21;0;6;true
7;94;21;0;6;true
8;72;21;0;6;true
9;37;21;0;0;true
10;22;21;0;6;true
11;61;21;0;6;true
12;81;21;0;0;true
13;24;21;0;6;true
14;5;21;0;6;true
15;32;21;0;0;false
0;23;0;1;1;true
1;46;0;1;0;true
2;38;0;1;0;true
3;100;0;1;1;true
4;27;0;1;0;true
5;92;0;1;1;true
6;53;0;1;0;true
7;51;0;1;1;true
8;22;0;1;0;true
9;109;0;1;0;true
10;61;0;1;1;true
11;1;0;1;0;true
12;43;0;1;1;true
13;11;0;1;1;true
14;81;0;1;1;true
15;18;0;1;0;false
